94,42,-1,-1
35,30,0,19
68,1,18,-1
6,54,-1,-1
32,32,69,35
40,81,-1,-1
75,75,75,75
10,72,26,44
19,18,18,18
39,40,-1,-1
46,42,42,42
61,61,61,61
63,63,63,63
68,30,-1,-1
58,72,88,69
73,40,-1,-1
50,50,50,50
49,91,-1,-1
14,14,14,93
15,4,-1,-1
12,12,12,12
72,72,72,-1
57,57,57,15
67,98,30,25
78,54,54,54
85,85,58,70
24,44,44,35
9,9,9,1
56,19,19,19
79,67,-1,-1
73,67,67,55
36,36,-1,-1
38,38,38,38
88,67,-1,-1
97,43,-1,-1
71,98,98,98
46,14,77,-1
33,33,19,19
55,0,68,21
90,90,93,-1
86,86,86,91
82,82,83,83
37,96,-1,-1
33,70,70,77
42,91,-1,-1
46,77,77,14
93,40,41,83
8,8,8,61
20,20,76,14
66,91,-1,-1
55,69,62,77
9,9,9,9
67,67,98,-1
81,83,-1,-1
87,16,16,65
42,46,18,18
41,41,69,-1
63,1,75,70
0,0,14,-1
42,59,59,41
31,31,31,81
20,20,54,-1
91,91,25,21
22,43,30,-1
50,59,43,-1
32,50,14,-1
36,21,21,54
11,11,8,-1
39,35,-1,-1
95,11,-1,-1
50,50,79,-1
38,65,65,65
20,20,20,98
76,76,76,58
31,31,31,31
66,97,98,98
83,83,36,91
67,67,67,53
22,42,-1,-1
60,27,43,62
19,19,19,19
28,28,75,-1
44,46,-1,-1
5,62,91,3
65,6,21,29
76,76,76,58
30,70,-1,-1
22,8,-1,-1
96,96,96,32
33,27,-1,-1
12,33,21,21
2,41,-1,-1
91,19,19,19
3,88,-1,-1
75,81,83,-1
16,42,-1,-1
4,43,-1,-1
36,36,55,-1
62,62,-1,-1
60,3,-1,-1
9,1,-1,-1
95,95,95,55
82,90,19,43
51,36,-1,-1
93,68,75,-1
53,53,30,42
99,83,83,84
83,44,83,-1
88,88,32,50
34,34,34,79
38,42,42,42
60,81,-1,-1
59,59,59,59
66,66,59,7
22,96,-1,-1
1,40,-1,-1
30,30,30,88
74,16,-1,-1
63,63,63,68
56,21,-1,-1
92,0,35,-1
12,49,84,91
25,25,75,75
53,54,-1,-1
4,4,58,-1
39,39,96,-1
97,41,98,6
32,54,-1,-1
20,72,4,4
35,81,81,4
70,15,15,15
95,95,3,3
6,65,53,53
56,1,-1,-1
21,21,-1,-1
99,16,16,16
28,35,93,-1
49,21,19,19
47,21,-1,-1
79,79,1,81
53,72,72,58
69,36,-1,-1
38,96,84,76
30,41,40,75
17,17,17,17
82,82,98,98
49,41,41,97
47,16,77,77
45,26,-1,-1
72,72,72,72
44,42,-1,-1
88,88,88,72
14,14,14,14
78,19,11,-1
56,7,69,-1
2,2,62,-1
16,16,16,98
69,70,70,58
1,29,91,-1
72,4,-1,-1
61,26,3,3
46,32,79,49
93,19,-1,-1
8,29,1,-1
62,62,50,43
82,1,1,55
23,23,23,69
81,79,50,-1
40,40,0,-1
91,91,81,-1
27,27,27,27
0,29,-1,-1
4,4,4,72
27,30,-1,-1
96,81,-1,-1
90,90,73,-1
89,89,89,11
5,5,5,41
34,46,3,96
81,81,81,81
56,68,97,-1
58,69,7,-1
90,90,14,73
69,0,-1,-1
39,18,40,-1
37,61,-1,-1
20,20,20,26
80,14,14,75
80,80,27,-1
49,30,-1,-1
50,88,47,-1
32,32,42,49
19,19,32,-1
82,82,82,82
70,15,-1,-1
8,79,72,14
23,14,50,50
62,62,62,62
88,84,84,84
8,8,-1,-1
6,54,46,-1
64,97,97,41
41,41,27,6
26,26,26,26
94,18,-1,-1
64,64,64,64
54,54,54,58
5,18,14,26
14,14,14,62
28,55,55,55
98,98,98,83
8,19,-1,-1
37,35,61,-1
2,2,2,2
90,90,35,-1
22,27,-1,-1
92,96,1,-1
11,59,59,59
6,6,6,7
2,43,-1,-1
41,41,30,-1
17,17,17,17
90,90,8,-1
31,93,-1,-1
8,81,81,81
62,69,41,40
82,82,82,54
93,40,7,54
37,37,27,14
93,93,93,93
20,20,14,-1
68,70,-1,-1
81,67,67,67
8,14,14,14
94,32,-1,-1
95,59,59,59
20,20,93,59
88,88,88,88
71,16,77,-1
32,41,41,62
38,47,47,68
67,53,53,-1
49,49,49,84
23,23,4,4
0,40,-1,-1
9,9,9,9
57,70,-1,-1
61,61,61,61
11,11,11,68
73,73,73,36
50,54,54,54
66,46,-1,-1
82,29,29,29
24,24,24,16
24,24,72,72
26,72,77,-1
79,50,-1,-1
92,92,11,-1
24,24,81,18
41,40,16,16
30,32,67,97
44,65,65,65
93,93,93,93
4,4,81,-1
83,83,83,1
33,6,6,43
79,59,59,11
60,60,60,60
69,69,69,50
31,31,31,1
82,79,79,79
98,98,98,98
36,32,-1,-1
21,21,32,72
12,8,14,-1
33,33,36,36
80,80,36,-1
73,21,21,18
10,26,26,75
16,58,58,72
67,67,26,26
75,75,70,70
40,3,-1,-1
78,67,67,98
33,1,-1,-1
87,29,-1,-1
64,64,64,64
2,2,26,-1
66,66,84,72
77,68,-1,-1
20,40,40,40
36,36,36,36
89,21,21,79
60,29,35,-1
70,70,6,-1
50,81,-1,-1
62,14,14,14
41,41,69,-1
98,98,7,7
52,90,-1,-1
97,14,-1,-1
56,73,70,18
4,0,0,0
23,23,23,23
67,67,67,98
11,8,83,-1
95,61,27,-1
88,88,55,36
27,62,-1,-1
58,53,3,3
63,63,63,63
78,78,78,96
92,96,79,-1
70,70,15,46
53,53,76,96
24,24,24,24
97,68,-1,-1
10,10,49,65
4,81,-1,-1
0,58,-1,-1
1,1,18,40
4,40,-1,-1
55,55,96,96
67,0,-1,-1
60,76,81,-1
51,51,7,65
26,97,97,61
45,68,16,16
48,48,48,48
18,79,27,-1
69,6,54,-1
44,44,44,96
52,88,-1,-1
92,1,1,1
22,68,4,62
94,61,-1,-1
2,90,-1,-1
23,42,-1,-1
78,32,15,1
87,87,44,3
31,27,27,27
62,26,26,26
38,98,30,30
0,43,29,29
35,47,-1,-1
90,90,35,-1
95,95,11,-1
85,85,85,61
66,66,70,70
11,4,1,1
34,72,-1,-1
81,81,41,30
24,24,4,-1
24,24,11,-1
81,36,42,-1
1,1,1,68
28,18,18,26
1,69,-1,-1
73,3,-1,-1
26,98,-1,-1
83,36,-1,-1
67,53,70,33
40,3,3,19
80,91,42,-1
84,84,49,49
11,11,11,11
23,40,73,0
31,31,90,90
92,1,1,1
87,75,-1,-1
61,42,-1,-1
80,19,-1,-1
94,81,-1,-1
86,61,-1,-1
53,53,69,42
76,14,14,14
29,29,29,29
7,29,29,11
40,35,-1,-1
48,48,48,73
63,32,21,-1
47,47,47,84
46,76,-1,-1
29,29,47,-1
59,59,35,35
16,16,-1,-1
62,62,62,62
84,84,35,35
30,30,0,-1
44,76,76,76
38,38,76,-1
84,73,73,73
48,79,-1,-1
46,26,-1,-1
59,96,96,16
84,84,84,84
41,81,-1,-1
50,50,50,40
14,14,14,14
29,29,29,79
77,77,77,26
93,93,93,15
18,72,72,88
16,16,16,16
0,0,0,35
38,38,38,84
9,9,59,97
76,8,-1,-1
46,46,4,-1
44,44,44,11
46,46,33,-1
60,59,59,42
47,47,75,-1
31,72,72,72
37,35,35,35
24,24,59,25
54,54,54,54
18,18,0,-1
97,15,-1,-1
23,35,35,35
42,42,7,84
25,3,-1,-1
98,6,-1,-1
1,27,27,43
95,59,15,-1
6,6,7,7
61,11,11,11
58,30,84,91
59,77,42,42
42,42,62,62
68,97,-1,-1
11,11,11,11
43,43,43,-1
67,0,35,35
26,26,26,26
64,64,65,65
35,35,35,-1
40,49,65,65
29,59,77,-1
94,35,-1,-1
6,6,-1,-1
78,32,-1,-1
84,84,84,68
70,6,42,-1
21,21,73,11
64,64,30,-1
93,11,11,11
55,27,35,-1
37,15,-1,-1
25,58,58,58
82,8,-1,-1
89,30,-1,-1
16,16,19,-1
11,11,50,79
82,3,16,68
47,47,75,-1
15,15,15,36
35,35,19,-1
82,30,-1,-1
68,16,16,16
20,54,54,54
18,43,-1,-1
