56,56,56,90
14,14,73,42
16,21,43,15
66,66,66,44
50,77,-1,-1
73,73,67,67
58,58,72,-1
33,33,90,19
62,3,-1,-1
40,35,35,61
44,61,-1,-1
99,99,77,77
60,58,15,76
14,14,14,14
98,98,97,-1
51,51,51,51
56,41,-1,-1
13,72,72,8
6,91,-1,-1
68,68,68,3
95,95,73,73
23,4,91,-1
42,59,-1,-1
71,71,30,7
83,83,11,-1
43,19,-1,-1
81,81,62,-1
60,41,-1,-1
68,0,15,-1
96,96,96,96
60,62,-1,-1
47,62,30,-1
37,30,30,26
89,15,44,-1
40,46,46,46
60,42,42,36
38,72,72,11
66,66,66,47
59,7,7,83
31,30,27,27
51,51,55,15
43,21,-1,-1
21,21,73,73
57,97,3,-1
16,49,44,-1
80,80,50,50
52,77,19,19
90,90,90,75
25,25,25,14
77,29,-1,-1
71,71,71,71
42,79,16,-1
46,46,91,91
23,23,23,42
84,83,83,75
83,84,7,84
90,93,93,97
20,20,20,20
62,26,81,27
67,32,-1,-1
41,41,27,61
36,42,42,42
5,97,14,14
79,79,79,8
35,84,98,96
75,8,-1,-1
32,83,-1,-1
78,78,19,90
98,96,-1,-1
31,21,-1,-1
77,29,-1,-1
50,62,-1,-1
96,96,91,36
3,35,-1,-1
24,75,14,-1
94,18,-1,-1
32,32,32,76
35,54,54,4
99,14,-1,-1
59,59,59,59
47,18,59,-1
52,52,52,4
93,93,7,-1
79,58,88,49
56,30,-1,-1
1,15,-1,-1
47,93,93,7
19,19,27,27
13,46,-1,-1
54,90,-1,-1
61,61,73,70
40,0,-1,-1
94,94,94,94
69,0,-1,-1
96,15,-1,-1
93,93,93,70
32,16,16,7
96,96,83,-1
65,65,65,65
62,62,81,41
10,84,-1,-1
14,14,7,7
51,51,14,-1
84,84,54,-1
84,98,-1,-1
44,81,81,-1
51,62,-1,-1
86,1,1,1
95,95,35,-1
46,46,97,97
62,62,81,50
16,42,42,42
95,95,26,-1
6,77,-1,-1
18,75,75,75
96,96,43,-1
16,26,-1,-1
5,49,-1,-1
80,97,-1,-1
44,96,6,-1
1,79,93,-1
54,68,-1,-1
70,15,-1,-1
94,70,-1,-1
68,68,55,-1
15,77,-1,-1
74,25,25,72
27,69,-1,-1
27,27,27,27
76,58,65,-1
14,14,14,14
67,70,58,-1
58,73,73,73
18,26,-1,-1
35,30,-1,-1
41,1,68,93
38,7,7,7
1,55,7,-1
2,59,59,59
46,46,3,-1
47,47,15,41
78,78,78,72
88,88,79,-1
52,40,26,32
19,62,62,62
64,11,11,42
33,33,88,-1
93,93,53,-1
88,72,-1,-1
68,68,19,0
84,84,84,0
39,8,91,-1
93,93,93,40
6,6,97,-1
75,75,75,47
6,6,59,7
56,56,56,11
49,16,-1,-1
9,3,81,81
3,47,-1,-1
56,3,19,91
27,11,11,11
60,70,-1,-1
41,41,25,25
24,24,33,33
90,90,53,-1
48,48,48,48
2,2,2,61
17,83,-1,-1
52,52,41,-1
32,30,8,-1
91,70,53,53
29,84,84,84
17,17,17,17
46,4,8,-1
41,41,41,96
92,1,-1,-1
18,81,4,50
35,62,-1,-1
21,58,11,-1
16,1,-1,-1
6,21,-1,-1
85,85,18,49
84,84,83,-1
87,4,-1,-1
61,4,4,18
1,79,1,21
27,27,1,-1
41,97,14,18
63,63,7,0
84,84,11,-1
64,14,18,43
6,83,-1,-1
65,4,43,91
30,18,-1,-1
53,44,44,73
32,96,97,-1
48,53,53,53
73,73,73,73
21,35,35,41
21,91,-1,-1
66,66,66,81
73,42,42,33
7,7,7,76
65,4,4,4
7,7,32,25
76,15,15,15
55,55,55,55
8,8,8,75
35,55,69,-1
90,98,26,-1
5,98,-1,-1
52,53,-1,-1
20,35,-1,-1
91,91,36,83
94,94,94,94
45,45,7,-1
82,82,84,72
67,41,41,41
46,46,76,-1
95,95,59,-1
46,83,-1,-1
73,21,-1,-1
78,25,25,6
56,47,-1,-1
7,35,35,35
38,69,-1,-1
86,86,25,-1
43,43,-1,-1
52,72,72,88
24,97,97,42
23,81,81,81
54,33,-1,-1
74,74,49,55
79,84,-1,-1
65,3,29,29
87,93,11,43
7,47,-1,-1
88,88,88,36
92,53,53,29
24,24,24,88
75,75,25,25
5,0,-1,-1
92,65,-1,-1
98,36,4,-1
63,63,63,47
46,46,75,75
39,39,75,36
58,91,81,16
10,32,-1,-1
34,34,15,15
42,83,-1,-1
24,32,-1,-1
97,97,14,18
85,85,81,81
53,53,53,53
30,58,-1,-1
55,55,41,-1
26,26,50,50
69,67,-1,-1
64,65,-1,-1
2,96,96,96
14,97,97,50
97,96,96,96
99,68,-1,-1
70,55,-1,-1
40,72,72,-1
77,50,-1,-1
26,4,4,65
34,68,68,79
10,10,49,-1
58,58,58,30
88,96,16,-1
20,16,-1,-1
81,35,-1,-1
58,58,47,-1
73,73,73,33
83,97,-1,-1
14,75,18,18
44,46,46,18
82,73,-1,-1
32,16,-1,-1
91,36,36,36
79,79,79,27
83,97,46,46
12,97,97,83
43,75,75,75
91,19,16,16
25,67,-1,-1
27,27,27,41
92,92,16,93
47,8,35,-1
97,46,-1,-1
45,65,-1,-1
95,41,41,41
32,40,-1,-1
45,19,19,30
42,27,42,-1
10,96,62,-1
52,52,77,27
94,3,-1,-1
99,59,-1,-1
30,16,-1,-1
11,11,11,91
84,84,84,84
31,35,35,90
57,57,70,70
30,30,-1,-1
75,90,69,88
22,22,65,-1
68,76,-1,-1
56,56,7,-1
30,30,21,59
53,96,-1,-1
10,55,83,83
80,80,69,50
57,70,-1,-1
64,64,83,-1
59,97,42,33
8,8,8,8
35,43,26,25
64,3,-1,-1
84,91,-1,-1
62,62,62,58
31,21,-1,-1
7,88,-1,-1
94,94,79,-1
73,83,83,83
80,35,-1,-1
51,97,-1,-1
49,76,-1,-1
0,11,11,88
63,90,-1,-1
4,4,58,59
85,85,85,67
48,36,96,-1
43,90,-1,-1
51,51,51,62
2,29,29,40
99,81,18,-1
46,46,76,-1
87,87,62,-1
94,94,94,94
51,51,61,3
19,0,84,97
3,3,46,97
2,2,30,11
38,38,93,93
48,76,14,-1
59,59,59,59
29,29,29,79
61,62,4,-1
40,40,98,30
72,72,72,43
80,41,40,-1
87,87,61,-1
26,26,26,54
17,17,49,47
55,79,-1,-1
81,27,27,67
72,72,72,72
49,72,-1,-1
18,26,26,81
89,89,3,46
5,79,72,-1
57,61,21,21
23,23,44,-1
51,51,97,88
80,80,41,16
54,54,16,25
10,10,25,-1
74,93,-1,-1
38,21,-1,-1
50,62,19,77
91,11,11,73
43,47,-1,-1
92,3,73,73
13,13,13,13
28,28,3,16
6,6,33,33
41,42,-1,-1
80,73,-1,-1
69,53,-1,-1
31,59,-1,-1
93,69,-1,-1
63,50,50,50
28,28,40,-1
40,69,-1,-1
42,42,19,-1
97,35,-1,-1
71,71,71,71
0,33,59,-1
6,6,0,35
80,14,14,14
97,68,-1,-1
2,2,2,2
52,77,-1,-1
99,25,-1,-1
56,73,73,42
18,18,18,32
31,72,53,-1
3,3,3,3
80,33,6,75
87,11,-1,-1
89,89,91,14
94,73,-1,-1
56,69,69,70
26,62,40,-1
69,0,0,41
20,20,16,16
7,7,-1,-1
52,61,97,42
24,90,33,73
20,20,20,20
37,68,11,50
46,97,-1,-1
93,68,7,7
74,59,84,-1
85,58,72,-1
46,72,-1,-1
81,65,-1,-1
49,49,19,19
68,65,-1,-1
75,70,-1,-1
41,7,-1,-1
68,49,-1,-1
19,58,-1,-1
4,4,88,36
3,59,18,26
91,58,6,70
53,30,65,-1
66,66,4,-1
46,46,4,4
95,27,40,-1
90,90,90,19
61,61,61,61
